latitude,longitude
24.5414,100.8493
23.9323,102.9124
26.6108,101.4396
26.6617,101.2674
25.1915,98.8774
27.555,100.8522
24.2291,104.7069
24.5436,101.0767
24.1739,104.9282
26.3414,104.7341
26.1713,105.0473
24.6697,99.0564
26.9068,101.243
24.3021,103.5883
23.9637,103.4604
24.2583,104.6732
24.3606,103.9401
26.0196,105.0226
25.8668,104.2354
26.0731,104.6647
24.9046,102.2709
26.862,102.5452
24.9038,102.2798
26.9885,101.3079
26.6633,101.1101
26.5709,101.671
27.4852,102.718
26.8107,102.4628
26.6322,101.0228
25.1316,98.9213
26.5534,101.5539
24.1303,103.5164
24.0588,98.8358
24.4274,104.4085
24.5373,101.0557
23.9608,103.4238
26.9263,101.8952
27.2792,103.2202
23.9317,100.4368
24.8807,102.263
27.7266,102.2152
24.0197,104.161
27.2364,98.5218
27.3429,98.6184
25.6979,103.8955
25.6994,103.9079
27.7218,102.2122
25.9292,104.269
26.9097,102.1046
24.2254,104.2415
24.2235,104.2533
25.431,102.5402
23.9607,102.9429
26.2868,99.2869
27.6043,102.7454
24.8969,102.2722
27.0662,101.3412
26.5778,101.6648
24.2761,103.7865
24.8766,102.27
25.9368,104.2575
24.1872,103.7967
24.3435,100.9279
25.539,105.0895
23.9353,100.4177
24.8667,102.2716
27.0651,102.3857
24.0427,99.112
24.888,102.2776
26.6576,101.1013
26.5137,101.5913
24.287,103.5992
24.0183,104.8702
25.1736,103.2531
24.8718,102.2645
26.2045,102.2315
27.6058,102.7588
24.8828,102.2828
27.4874,102.7053
25.7757,105.077
25.771,105.0307
27.6055,102.7584
27.2335,98.5019
24.8681,102.3076
24.3334,101.067
26.9054,101.2328
27.4853,102.6928
24.3528,103.9448
26.1595,105.0974
25.8421,104.2212
26.7814,102.0755
26.4269,101.9863
24.3537,103.9393
24.0351,99.0724
26.602,104.9809
26.1415,100.9279
25.2926,104.5215
23.9252,98.692
23.917,98.5126
27.399,99.5775
25.7398,99.2198
26.6788,101.5325
24.0389,103.0989
26.2001,105.0727
24.0718,101.6333
24.8879,102.2803
26.5722,101.6688
26.5771,101.6625
27.0774,101.9782
24.02,104.8807
26.6699,101.8955
24.8864,102.2676
26.4164,101.9781
25.9278,104.259
26.6336,101.013
24.2963,103.601
24.3509,103.9334
27.3048,98.5435
27.3034,98.5336
24.1059,99.9366
26.1776,104.9754
24.8712,102.3084
24.8661,102.2797
27.3605,99.626
25.844,104.2386
26.4656,99.9884
27.4973,99.5271
27.5519,100.8533
25.7725,105.0397
25.7739,105.068
26.6183,101.6027
24.8895,102.2807
26.8232,98.6574
24.8939,102.289
26.1652,104.956
25.7695,103.9678
26.6172,101.59
25.7731,103.9629
26.1299,100.92
27.1905,98.52
26.5198,101.1768
24.3109,104.9912
24.2096,102.1472
24.5442,101.0717
27.4632,102.01
23.9907,105.0348
24.8798,102.2618
26.1743,104.954
25.3558,99.6645
24.2111,102.1588
26.6128,101.597
27.4005,99.5875
26.4178,101.9882
27.5442,100.856
26.1759,104.9647
26.1669,104.9668
26.6565,101.9796
26.6579,101.9913
24.882,102.2727
24.8732,102.2743
25.0878,99.4464
26.5813,101.6639
26.5724,101.6655
26.6187,101.5999
24.878,102.279
24.876,102.2965
24.8781,102.2821
24.8895,102.2929
24.7459,103.3984
24.7443,103.3843
24.8697,102.2962
24.8683,102.284
24.8795,102.2937
27.1919,98.5299
24.8647,102.2906
24.8959,102.2732
24.8945,102.2841
24.8987,102.2958
24.8969,102.2844
26.4951,101.759
